class_id,tier,kid,mode,kind,param,magnitude,level,t_frac,t_idx,s,clip_dev,dino_dev,lpips_dev,latmse_dev,equivariance_lpips,clip_pair_cosdist,dino_pair_cosdist,lpips_pair,latent_mse_pair
38,hardest,0.0845,sweep,translation,1.0,1.0,,0.3,174,75,0.10442465543746948,0.15417766571044922,0.22595566511154175,0.2723023593425751,0.25685232877731323,,,,
38,hardest,0.0845,sweep,translation,2.0,2.0,,0.3,174,75,0.0432969331741333,0.048688650131225586,0.11772662401199341,0.1277020275592804,0.2549368739128113,,,,
38,hardest,0.0845,sweep,translation,4.0,4.0,,0.3,174,75,0.08478587865829468,0.12250614166259766,0.22475145757198334,0.24077585339546204,0.3647391200065613,,,,
38,hardest,0.0845,sweep,translation,6.0,6.0,,0.3,174,75,0.07264173030853271,0.23552125692367554,0.43802323937416077,0.5645477175712585,0.4031534194946289,,,,
38,hardest,0.0845,sweep,translation,8.0,8.0,,0.3,174,75,0.0985788106918335,0.27118241786956787,0.4588095545768738,0.6331088542938232,0.4028695523738861,,,,
38,hardest,0.0845,ensemble,translation,,2.0,2.0,0.3,174,75,,,,,,0.060243770480155945,0.14843307435512543,0.2086024433374405,0.23569339513778687
38,hardest,0.0845,ensemble,translation,,4.0,4.0,0.3,174,75,,,,,,0.055887386202812195,0.18241764605045319,0.29531335830688477,0.376970112323761
38,hardest,0.0845,ensemble,translation,,6.0,6.0,0.3,174,75,,,,,,0.07127892971038818,0.18235613405704498,0.3807040750980377,0.557536244392395
38,hardest,0.0845,sweep,scaling,0.8,0.2231435513142097,,0.3,174,75,0.07846951484680176,0.13908743858337402,0.25710517168045044,0.31660735607147217,0.3766501247882843,,,,
38,hardest,0.0845,sweep,scaling,0.9,0.10536051565782628,,0.3,174,75,0.08621293306350708,0.18534976243972778,0.25332343578338623,0.2809678316116333,0.2977652847766876,,,,
38,hardest,0.0845,sweep,scaling,1.0,0.0,,0.3,174,75,1.3530254364013672e-05,4.5299530029296875e-06,9.451705409446731e-06,2.355940068810014e-06,9.451705409446731e-06,,,,
38,hardest,0.0845,sweep,scaling,1.1,0.09531017980432493,,0.3,174,75,0.08843845129013062,0.16261613368988037,0.25022295117378235,0.31817367672920227,0.27026912569999695,,,,
38,hardest,0.0845,sweep,scaling,1.25,0.22314355131420976,,0.3,174,75,0.055991411209106445,0.13555151224136353,0.22483322024345398,0.27403175830841064,0.34391891956329346,,,,
38,hardest,0.0845,sweep,scaling,1.5,0.4054651081081644,,0.3,174,75,0.09994542598724365,0.1973714828491211,0.33695685863494873,0.45740577578544617,0.48993629217147827,,,,
38,hardest,0.0845,ensemble,scaling,,0.1,0.1,0.3,174,75,,,,,,0.05288137495517731,0.13788655400276184,0.17999237775802612,0.21097920835018158
38,hardest,0.0845,ensemble,scaling,,0.2,0.2,0.3,174,75,,,,,,0.06207647919654846,0.15196987986564636,0.21471109986305237,0.2700824737548828
38,hardest,0.0845,ensemble,scaling,,0.3,0.3,0.3,174,75,,,,,,0.07060933113098145,0.17431560158729553,0.25436657667160034,0.3651449382305145
38,hardest,0.0845,sweep,flip,0.0,0.0,,0.3,174,75,2.5033950805664062e-06,6.020069122314453e-06,1.1718215318978764e-05,3.030169182238751e-06,1.1718215318978764e-05,,,,
38,hardest,0.0845,sweep,flip,1.0,1.0,,0.3,174,75,0.09046828746795654,0.13533341884613037,0.30952364206314087,0.37743526697158813,0.38015320897102356,,,,
38,hardest,0.0845,sweep,shear,0.0,0.0,,0.3,174,75,2.950429916381836e-05,1.9073486328125e-06,2.3464781406801194e-06,5.212079940974945e-07,2.3464781406801194e-06,,,,
38,hardest,0.0845,sweep,shear,0.05,0.05,,0.3,174,75,0.08145105838775635,0.19562369585037231,0.22669382393360138,0.24563497304916382,0.22482556104660034,,,,
38,hardest,0.0845,sweep,shear,0.1,0.1,,0.3,174,75,0.060949087142944336,0.11657947301864624,0.18121793866157532,0.18383409082889557,0.19997498393058777,,,,
38,hardest,0.0845,sweep,shear,0.2,0.2,,0.3,174,75,0.09287476539611816,0.23660868406295776,0.292270690202713,0.3358672261238098,0.2897343933582306,,,,
38,hardest,0.0845,sweep,shear,0.3,0.3,,0.3,174,75,0.09768962860107422,0.23620492219924927,0.29727476835250854,0.3494327664375305,0.30115196108818054,,,,
38,hardest,0.0845,ensemble,shear,,0.1,0.1,0.3,174,75,,,,,,0.0448639951646328,0.11148762702941895,0.1402098685503006,0.1438564658164978
38,hardest,0.0845,ensemble,shear,,0.2,0.2,0.3,174,75,,,,,,0.05708553269505501,0.15009351074695587,0.18219037353992462,0.19194230437278748
38,hardest,0.0845,ensemble,shear,,0.3,0.3,0.3,174,75,,,,,,0.06189098209142685,0.1564943790435791,0.19971400499343872,0.2161625176668167
38,hardest,0.0845,sweep,rotation,0.0,0.0,,0.5,124,125,0.00039058923721313477,0.001343071460723877,0.0004854766302742064,0.00017704692436382174,0.0004854766302742064,,,,
38,hardest,0.0845,sweep,rotation,5.0,5.0,,0.5,124,125,0.10366678237915039,0.19073104858398438,0.27838748693466187,0.27193683385849,0.3346739113330841,,,,
38,hardest,0.0845,sweep,rotation,10.0,10.0,,0.5,124,125,0.11658841371536255,0.24149072170257568,0.4122416377067566,0.35900670289993286,0.3986732065677643,,,,
38,hardest,0.0845,sweep,rotation,20.0,20.0,,0.5,124,125,0.12210780382156372,0.32110440731048584,0.5558437705039978,0.5327409505844116,0.4901987612247467,,,,
