clip_pair_cosdist,clip_var,dino_pair_cosdist,dino_var,lpips_pair,latent_mse_pair,pixel_mse_pair,clip_dist_to_ref,dino_dist_to_ref,lpips_to_ref,class_id,mode,k,noise_type,t_frac,t_idx,start_idx
0.04402513429522514,0.038468942046165466,0.08556006103754044,0.07486352324485779,0.27001431584358215,0.3279002904891968,0.02699715830385685,0.10305245965719223,0.13549304008483887,0.5674583911895752,29,perturb,1,gaussian,0.3,174,175
0.05073031038045883,0.044428177177906036,0.08752384036779404,0.07658961415290833,0.33063989877700806,0.4474235773086548,0.039140958338975906,0.10372540354728699,0.13920798897743225,0.568496823310852,29,perturb,2,gaussian,0.3,174,176
0.07011429965496063,0.06144335865974426,0.1436673104763031,0.12570498883724213,0.42484739422798157,0.5747681856155396,0.05298049747943878,0.11232001334428787,0.15609657764434814,0.5835585594177246,29,perturb,3,gaussian,0.3,174,177
0.07659702748060226,0.06710295379161835,0.15211743116378784,0.13309797644615173,0.45542052388191223,0.6419368982315063,0.05873638391494751,0.12018967419862747,0.17128631472587585,0.5901143550872803,29,perturb,4,gaussian,0.3,174,178
0.07917316257953644,0.0692547857761383,0.14906662702560425,0.13042756915092468,0.455792099237442,0.6594957113265991,0.06010102480649948,0.12572066485881805,0.17097210884094238,0.5837583541870117,29,perturb,5,gaussian,0.3,174,179
0.0796615406870842,0.06961878389120102,0.1806066334247589,0.158031165599823,0.5021315217018127,0.7358810901641846,0.06545396149158478,0.11710134148597717,0.19547134637832642,0.6033984422683716,29,perturb,7,gaussian,0.3,174,181
0.06891759485006332,0.060377247631549835,0.1750832200050354,0.153193861246109,0.5144250392913818,0.7964369654655457,0.07318505644798279,0.10565334558486938,0.18943050503730774,0.6225353479385376,29,perturb,10,gaussian,0.3,174,184
0.0959019586443901,0.08398357778787613,0.1758384257555008,0.1538693904876709,0.5051378607749939,0.7609354257583618,0.07479552179574966,0.12470651417970657,0.21465834975242615,0.6301823258399963,29,perturb,15,gaussian,0.3,174,189
0.10358943790197372,0.09079445153474808,0.19510450959205627,0.17071332037448883,0.5414061546325684,0.8330096006393433,0.08539839833974838,0.1250017285346985,0.22591441869735718,0.6520596742630005,29,perturb,20,gaussian,0.3,174,194
0.0513169951736927,0.044875986874103546,0.0953858271241188,0.08346185833215714,0.4069541096687317,0.5816113352775574,0.061121027916669846,0.1304847002029419,0.27455252408981323,0.6513572335243225,29,perturb,30,gaussian,0.3,174,204
0.04616350308060646,0.04036150127649307,0.0380357950925827,0.033278703689575195,0.17238648235797882,0.17570751905441284,0.014418475329875946,0.10130269080400467,0.07830767333507538,0.34463056921958923,29,perturb,1,gaussian,0.5,124,125
0.0588374137878418,0.05138513073325157,0.03868590295314789,0.033862292766571045,0.208596333861351,0.23032566905021667,0.019351165741682053,0.10425557941198349,0.07364463061094284,0.34730765223503113,29,perturb,2,gaussian,0.5,124,126
0.055526409298181534,0.048560723662376404,0.042757365852594376,0.03740508854389191,0.2347051352262497,0.2629987895488739,0.02294502593576908,0.10133697837591171,0.07168664783239365,0.35269564390182495,29,perturb,3,gaussian,0.5,124,127
0.058327216655015945,0.0510394386947155,0.04606347531080246,0.040310297161340714,0.24878008663654327,0.28810617327690125,0.02461298368871212,0.10118336975574493,0.07396195083856583,0.35563886165618896,29,perturb,4,gaussian,0.5,124,128
0.06201201677322388,0.05430353432893753,0.0465724915266037,0.04074190557003021,0.2671622931957245,0.313249796628952,0.02674160525202751,0.09611189365386963,0.07267580181360245,0.3582704961299896,29,perturb,5,gaussian,0.5,124,129
0.06632964313030243,0.05806322768330574,0.054319851100444794,0.047527946531772614,0.2828529477119446,0.3578231930732727,0.03120478428900242,0.0947476476430893,0.07732805609703064,0.3659593164920807,29,perturb,7,gaussian,0.5,124,131
0.06399553269147873,0.05605373531579971,0.04620860889554024,0.04042588174343109,0.3124363124370575,0.406681090593338,0.03619058057665825,0.10678396373987198,0.07506822794675827,0.37987491488456726,29,perturb,10,gaussian,0.5,124,134
0.0703621357679367,0.061568621546030045,0.0598781518638134,0.052400048822164536,0.37847548723220825,0.49988508224487305,0.04509223625063896,0.10902362316846848,0.08578517287969589,0.4244610071182251,29,perturb,15,gaussian,0.5,124,139
0.06800638884305954,0.05944620445370674,0.06808842718601227,0.05957472324371338,0.38106659054756165,0.5081727504730225,0.044428445398807526,0.10495597869157791,0.09328420460224152,0.44311755895614624,29,perturb,20,gaussian,0.5,124,144
0.06442781537771225,0.05626460537314415,0.08839519321918488,0.07733549922704697,0.4442521333694458,0.6735249161720276,0.06107083708047867,0.10018911212682724,0.09903894364833832,0.48922204971313477,29,perturb,30,gaussian,0.5,124,154
0.018983228132128716,0.016579188406467438,0.008526434190571308,0.007458772510290146,0.03761950135231018,0.027058565989136696,0.0020414094906300306,0.05099288374185562,0.04375360161066055,0.19117403030395508,29,perturb,1,gaussian,0.7,75,76
0.025401080027222633,0.022149313241243362,0.012262117117643356,0.010735156014561653,0.053714681416749954,0.04223574325442314,0.0032416232861578465,0.05263129621744156,0.045054443180561066,0.19548189640045166,29,perturb,2,gaussian,0.7,75,77
0.027278028428554535,0.023841556161642075,0.01449835766106844,0.012676706537604332,0.06678713858127594,0.05498839542269707,0.0042117019183933735,0.05243629962205887,0.04457760602235794,0.19890189170837402,29,perturb,3,gaussian,0.7,75,78
0.03096478246152401,0.027050435543060303,0.016649669036269188,0.014573145657777786,0.07959368824958801,0.06936752796173096,0.00520003866404295,0.05240899324417114,0.044910915195941925,0.2018490880727768,29,perturb,4,gaussian,0.7,75,79
0.032757606357336044,0.028708551079034805,0.017566485330462456,0.01537194661796093,0.08954506367444992,0.08219465613365173,0.0060364180244505405,0.05321187525987625,0.04516139626502991,0.2032822221517563,29,perturb,5,gaussian,0.7,75,80
0.04679504781961441,0.04098672792315483,0.02260407619178295,0.019775303080677986,0.11203672736883163,0.1107618510723114,0.007966450415551662,0.056239865720272064,0.046902135014534,0.20996147394180298,29,perturb,7,gaussian,0.7,75,82
0.059896841645240784,0.05252835154533386,0.024638468399643898,0.02155575528740883,0.13554853200912476,0.14457587897777557,0.010219892486929893,0.0633896067738533,0.049424558877944946,0.2179993987083435,29,perturb,10,gaussian,0.7,75,85
0.05374938249588013,0.04696549475193024,0.03259861841797829,0.02851099893450737,0.16368594765663147,0.18564464151859283,0.013345489278435707,0.06544258445501328,0.055941447615623474,0.23544664680957794,29,perturb,15,gaussian,0.7,75,90
0.05623294785618782,0.04927215725183487,0.03748510405421257,0.03279542922973633,0.18026535212993622,0.22485725581645966,0.01622677408158779,0.06829240173101425,0.05429946631193161,0.24462884664535522,29,perturb,20,gaussian,0.7,75,95
0.07159097492694855,0.06270482391119003,0.044091884046792984,0.038574300706386566,0.225424125790596,0.3037441372871399,0.022845186293125153,0.07203009724617004,0.05718743056058884,0.2693749666213989,29,perturb,30,gaussian,0.7,75,105
0.020523887127637863,0.01798727735877037,0.02688951976597309,0.023531481623649597,0.1809045672416687,0.2479105144739151,0.024698840454220772,0.12395954132080078,0.0909002274274826,0.7255325317382812,63,perturb,1,gaussian,0.3,174,175
0.05829454958438873,0.05104755237698555,0.07009671628475189,0.06133203208446503,0.2910296618938446,0.4326404929161072,0.04088515788316727,0.12906238436698914,0.10444149374961853,0.7240666151046753,63,perturb,2,gaussian,0.3,174,176
0.053682584315538406,0.04687844589352608,0.10983137786388397,0.09609982371330261,0.3382333517074585,0.5112602114677429,0.048477653414011,0.12999311089515686,0.11527711153030396,0.7185494899749756,63,perturb,3,gaussian,0.3,174,177
0.06784199178218842,0.05939088016748428,0.09813518822193146,0.0858583003282547,0.37128880620002747,0.5656439065933228,0.05491149425506592,0.12557142972946167,0.11002855747938156,0.7126916646957397,63,perturb,4,gaussian,0.3,174,178
0.07450082898139954,0.06516951322555542,0.11881443858146667,0.10396195948123932,0.40174439549446106,0.6129827499389648,0.05836663395166397,0.12245668470859528,0.11612784117460251,0.7098945379257202,63,perturb,5,gaussian,0.3,174,179
0.08013440668582916,0.07013918459415436,0.11297646164894104,0.098838210105896,0.40565207600593567,0.6364305019378662,0.06193305179476738,0.12667278945446014,0.11340724676847458,0.7089364528656006,63,perturb,7,gaussian,0.3,174,181
0.07648556679487228,0.06681817770004272,0.14985279738903046,0.13110169768333435,0.4631516933441162,0.7334890961647034,0.07242109626531601,0.11945029348134995,0.12908586859703064,0.7101633548736572,63,perturb,10,gaussian,0.3,174,184
0.0900106355547905,0.07872822880744934,0.13502421975135803,0.11813238263130188,0.48433393239974976,0.8030827641487122,0.07806757092475891,0.125079944729805,0.11590109020471573,0.716549277305603,63,perturb,15,gaussian,0.3,174,189
0.07499708980321884,0.06568054109811783,0.11882174015045166,0.10396810621023178,0.4412294328212738,0.7781738638877869,0.07186247408390045,0.12710818648338318,0.1081744134426117,0.716736376285553,63,perturb,20,gaussian,0.3,174,194
0.10367625206708908,0.09065669775009155,0.14558833837509155,0.12738312780857086,0.5516163110733032,0.8077126741409302,0.07305695116519928,0.13247084617614746,0.10565683245658875,0.7243993282318115,63,perturb,30,gaussian,0.3,174,204
0.07401837408542633,0.0647532120347023,0.057532329112291336,0.050353921949863434,0.18972374498844147,0.22638073563575745,0.025858597829937935,0.1372247189283371,0.11696082353591919,0.42041000723838806,63,perturb,1,gaussian,0.5,124,125
0.07982628047466278,0.06980259716510773,0.07621347159147263,0.06668926030397415,0.23632323741912842,0.2798967957496643,0.030956469476222992,0.130869060754776,0.12609121203422546,0.4443778991699219,63,perturb,2,gaussian,0.5,124,126
0.08586046099662781,0.07505886256694794,0.08024629205465317,0.07021670043468475,0.2526492774486542,0.3002775311470032,0.032844286412000656,0.13895133137702942,0.1287585198879242,0.45030874013900757,63,perturb,3,gaussian,0.5,124,127
0.09845878183841705,0.08604000508785248,0.06975236535072327,0.06101537495851517,0.2751321792602539,0.33661380410194397,0.03632732853293419,0.14803317189216614,0.12033171206712723,0.4583654999732971,63,perturb,4,gaussian,0.5,124,128
0.10523770749568939,0.09214600920677185,0.0767635852098465,0.0671594962477684,0.3225442171096802,0.441358357667923,0.050149258226156235,0.14045298099517822,0.11754811555147171,0.46571651101112366,63,perturb,5,gaussian,0.5,124,129
0.1122519001364708,0.09822546690702438,0.09475993365049362,0.08291622251272202,0.3502950072288513,0.48914799094200134,0.0558689683675766,0.1509225219488144,0.12697649002075195,0.47814810276031494,63,perturb,7,gaussian,0.5,124,131
0.10489536076784134,0.0918651595711708,0.08261493593454361,0.0722842812538147,0.36525779962539673,0.5526632070541382,0.06430165469646454,0.1300826519727707,0.1137138307094574,0.4880847632884979,63,perturb,10,gaussian,0.5,124,134
0.10677341371774673,0.09332005679607391,0.11108499765396118,0.09720084071159363,0.41052061319351196,0.6146999597549438,0.07462248206138611,0.11809396743774414,0.11224430054426193,0.50792396068573,63,perturb,15,gaussian,0.5,124,139
0.17137043178081512,0.1499050110578537,0.1375385820865631,0.12034693360328674,0.44995683431625366,0.707135796546936,0.08896362036466599,0.1489819884300232,0.11816521733999252,0.5286725163459778,63,perturb,20,gaussian,0.5,124,144
0.17548777163028717,0.15364181995391846,0.1456983983516693,0.1274782121181488,0.5722944736480713,0.8530789017677307,0.10733512043952942,0.1542224884033203,0.11429571360349655,0.5894057750701904,63,perturb,30,gaussian,0.5,124,154
0.007174264639616013,0.00630018999800086,0.005446151364594698,0.004750506021082401,0.024598481133580208,0.018330778926610947,0.002378370612859726,0.06901364773511887,0.04553940147161484,0.24399763345718384,63,perturb,1,gaussian,0.7,75,76
0.013681972399353981,0.011963052675127983,0.007815046235918999,0.006832337938249111,0.04210665076971054,0.03465472161769867,0.00432834355160594,0.07177283614873886,0.04265497624874115,0.24413549900054932,63,perturb,2,gaussian,0.7,75,77
0.02496107667684555,0.021874472498893738,0.011858431622385979,0.010392350144684315,0.07596909254789352,0.052194785326719284,0.006344101391732693,0.0727754756808281,0.04255823791027069,0.2518302798271179,63,perturb,3,gaussian,0.7,75,78
0.032059311866760254,0.028074918314814568,0.013712991960346699,0.012002822011709213,0.09873836487531662,0.0656299963593483,0.007799471262842417,0.07236263900995255,0.041338302195072174,0.2568685710430145,63,perturb,4,gaussian,0.7,75,79
0.038600482046604156,0.03368555009365082,0.016067024320364,0.014058221131563187,0.11115555465221405,0.07575380057096481,0.008846609853208065,0.07496614009141922,0.040760599076747894,0.25861650705337524,63,perturb,5,gaussian,0.7,75,80
0.05310075357556343,0.04636380821466446,0.020975150167942047,0.01834295690059662,0.13406363129615784,0.09659556299448013,0.010997778736054897,0.08967502415180206,0.0390336737036705,0.26333582401275635,63,perturb,7,gaussian,0.7,75,82
0.05831751227378845,0.05095269903540611,0.024437256157398224,0.021367954090237617,0.15356767177581787,0.12333649396896362,0.013722695410251617,0.08802370727062225,0.03883820027112961,0.2689797878265381,63,perturb,10,gaussian,0.7,75,85
